sample_id,bacteria,antibiotics,phenotype
SAMN11953914,Escherichia coli,cefepime,resistant
SAMN11953914,Escherichia coli,cefotaxime,resistant
SAMN11953914,Escherichia coli,ceftazidime,resistant
SAMN11953914,Escherichia coli,ceftriaxone,resistant
SAMN11953914,Escherichia coli,ciprofloxacin,resistant
SAMN11953914,Escherichia coli,doripenem,susceptible
SAMN11953914,Escherichia coli,ertapenem,susceptible
SAMN11953914,Escherichia coli,gentamicin,resistant
SAMN11953914,Escherichia coli,imipenem,susceptible
SAMN11953914,Escherichia coli,levofloxacin,resistant
SAMN11953914,Escherichia coli,meropenem,susceptible
SAMN11953914,Escherichia coli,tetracycline,resistant
SAMN11953914,Escherichia coli,tobramycin,resistant
SAMN11953915,Escherichia coli,amikacin,susceptible
SAMN11953915,Escherichia coli,ampicillin,resistant
SAMN11953915,Escherichia coli,aztreonam,resistant
SAMN11953915,Escherichia coli,cefepime,resistant
SAMN11953915,Escherichia coli,cefotaxime,resistant
SAMN11953915,Escherichia coli,ceftazidime,resistant
SAMN11953915,Escherichia coli,ceftriaxone,resistant
SAMN11953915,Escherichia coli,ciprofloxacin,resistant
SAMN11953915,Escherichia coli,doripenem,susceptible
SAMN11953915,Escherichia coli,gentamicin,resistant
SAMN11953915,Escherichia coli,imipenem,susceptible
SAMN11953915,Escherichia coli,levofloxacin,resistant
SAMN11953915,Escherichia coli,meropenem,susceptible
SAMN11953915,Escherichia coli,tetracycline,resistant
SAMN11953915,Escherichia coli,tobramycin,resistant
SAMN11953916,Escherichia coli,amikacin,susceptible
SAMN11953916,Escherichia coli,ampicillin,resistant
SAMN11953916,Escherichia coli,aztreonam,resistant
SAMN11953916,Escherichia coli,cefepime,resistant
SAMN11953916,Escherichia coli,cefotaxime,resistant
SAMN11953916,Escherichia coli,ceftazidime,resistant
SAMN11953916,Escherichia coli,ceftriaxone,resistant
SAMN11953916,Escherichia coli,ciprofloxacin,resistant
SAMN11953916,Escherichia coli,doripenem,susceptible
SAMN11953916,Escherichia coli,ertapenem,susceptible
SAMN11953916,Escherichia coli,gentamicin,susceptible
SAMN11953916,Escherichia coli,imipenem,susceptible
SAMN11953916,Escherichia coli,levofloxacin,resistant
SAMN11953916,Escherichia coli,meropenem,susceptible
SAMN11953916,Escherichia coli,tetracycline,resistant
SAMN11953916,Escherichia coli,tobramycin,susceptible
SAMN11953917,Escherichia coli,amikacin,susceptible
SAMN11953917,Escherichia coli,ampicillin,resistant
SAMN11953917,Escherichia coli,aztreonam,resistant
SAMN11953917,Escherichia coli,cefepime,resistant
SAMN11953917,Escherichia coli,cefotaxime,resistant
SAMN11953917,Escherichia coli,ceftazidime,resistant
SAMN11953917,Escherichia coli,ceftriaxone,resistant
SAMN11953917,Escherichia coli,ciprofloxacin,resistant
SAMN11953917,Escherichia coli,doripenem,susceptible
SAMN11953917,Escherichia coli,ertapenem,susceptible
SAMN11953917,Escherichia coli,gentamicin,resistant
SAMN11953917,Escherichia coli,imipenem,susceptible
SAMN11953917,Escherichia coli,levofloxacin,resistant
SAMN11953917,Escherichia coli,meropenem,susceptible
SAMN11953917,Escherichia coli,tetracycline,resistant
SAMN11953917,Escherichia coli,tobramycin,resistant
SAMN11953918,Escherichia coli,amikacin,resistant
SAMN11953918,Escherichia coli,ampicillin,resistant
SAMN11953918,Escherichia coli,aztreonam,resistant
SAMN11953918,Escherichia coli,cefepime,resistant
SAMN11953918,Escherichia coli,cefotaxime,resistant
SAMN11953918,Escherichia coli,ceftazidime,resistant
SAMN11953918,Escherichia coli,ceftriaxone,resistant
SAMN11953918,Escherichia coli,ciprofloxacin,resistant
SAMN11953918,Escherichia coli,doripenem,resistant
SAMN11953918,Escherichia coli,ertapenem,resistant
SAMN11953918,Escherichia coli,gentamicin,resistant
SAMN11953918,Escherichia coli,imipenem,resistant
SAMN11953918,Escherichia coli,levofloxacin,resistant
SAMN11953918,Escherichia coli,meropenem,resistant
SAMN11953918,Escherichia coli,tetracycline,resistant
SAMN11953918,Escherichia coli,tobramycin,resistant
SAMN11953919,Klebsiella pneumoniae,amikacin,susceptible
SAMN11953919,Klebsiella pneumoniae,aztreonam,resistant
SAMN11953919,Klebsiella pneumoniae,cefepime,resistant
SAMN11953919,Klebsiella pneumoniae,cefotaxime,resistant
SAMN11953919,Klebsiella pneumoniae,ceftazidime,resistant
SAMN11953919,Klebsiella pneumoniae,ceftriaxone,resistant
SAMN11953919,Klebsiella pneumoniae,ciprofloxacin,resistant
SAMN11953919,Klebsiella pneumoniae,colistin,susceptible
SAMN11953919,Klebsiella pneumoniae,doripenem,resistant
SAMN11953919,Klebsiella pneumoniae,ertapenem,resistant
SAMN11953919,Klebsiella pneumoniae,gentamicin,susceptible
SAMN11953919,Klebsiella pneumoniae,imipenem,resistant
SAMN11953919,Klebsiella pneumoniae,levofloxacin,resistant
SAMN11953919,Klebsiella pneumoniae,meropenem,resistant
SAMN11953919,Klebsiella pneumoniae,tetracycline,susceptible
SAMN11953919,Klebsiella pneumoniae,tigecycline,susceptible
SAMN11953919,Klebsiella pneumoniae,tobramycin,resistant
SAMN11953920,Klebsiella pneumoniae,amikacin,resistant
SAMN11953920,Klebsiella pneumoniae,aztreonam,resistant
SAMN11953920,Klebsiella pneumoniae,cefepime,resistant
SAMN11953920,Klebsiella pneumoniae,cefotaxime,resistant
SAMN11953920,Klebsiella pneumoniae,ceftazidime,resistant
SAMN11953920,Klebsiella pneumoniae,ceftriaxone,resistant
SAMN11953920,Klebsiella pneumoniae,ciprofloxacin,resistant
SAMN11953920,Klebsiella pneumoniae,colistin,susceptible
SAMN11953920,Klebsiella pneumoniae,doripenem,susceptible
SAMN11953920,Klebsiella pneumoniae,ertapenem,resistant
SAMN11953920,Klebsiella pneumoniae,gentamicin,resistant
SAMN11953920,Klebsiella pneumoniae,imipenem,susceptible
SAMN11953920,Klebsiella pneumoniae,levofloxacin,resistant
SAMN11953920,Klebsiella pneumoniae,meropenem,susceptible
SAMN11953920,Klebsiella pneumoniae,tigecycline,susceptible
SAMN11953920,Klebsiella pneumoniae,tobramycin,resistant
SAMN11953921,Klebsiella pneumoniae,amikacin,susceptible
SAMN11953921,Klebsiella pneumoniae,aztreonam,resistant
SAMN11953921,Klebsiella pneumoniae,cefepime,resistant
SAMN11953921,Klebsiella pneumoniae,cefotaxime,resistant
SAMN11953921,Klebsiella pneumoniae,cefoxitin,susceptible
SAMN11953921,Klebsiella pneumoniae,ceftazidime,resistant
SAMN11953921,Klebsiella pneumoniae,ceftriaxone,resistant
SAMN11953921,Klebsiella pneumoniae,ciprofloxacin,resistant
SAMN11953921,Klebsiella pneumoniae,colistin,susceptible
SAMN11953921,Klebsiella pneumoniae,doripenem,susceptible
SAMN11953921,Klebsiella pneumoniae,ertapenem,susceptible
SAMN11953921,Klebsiella pneumoniae,gentamicin,resistant
SAMN11953921,Klebsiella pneumoniae,imipenem,susceptible
SAMN11953921,Klebsiella pneumoniae,meropenem,susceptible
SAMN11953921,Klebsiella pneumoniae,tetracycline,susceptible
SAMN11953921,Klebsiella pneumoniae,tigecycline,susceptible
SAMN11953921,Klebsiella pneumoniae,tobramycin,resistant
SAMN11953922,Klebsiella pneumoniae,aztreonam,resistant
SAMN11953922,Klebsiella pneumoniae,cefepime,resistant
SAMN11953922,Klebsiella pneumoniae,cefotaxime,resistant
SAMN11953922,Klebsiella pneumoniae,ceftazidime,resistant
SAMN11953922,Klebsiella pneumoniae,ceftriaxone,resistant
SAMN11953922,Klebsiella pneumoniae,ciprofloxacin,resistant
SAMN11953922,Klebsiella pneumoniae,doripenem,susceptible
SAMN11953922,Klebsiella pneumoniae,ertapenem,susceptible
SAMN11953922,Klebsiella pneumoniae,gentamicin,susceptible
SAMN11953922,Klebsiella pneumoniae,imipenem,susceptible
SAMN11953922,Klebsiella pneumoniae,levofloxacin,resistant
SAMN11953922,Klebsiella pneumoniae,meropenem,susceptible
SAMN11953922,Klebsiella pneumoniae,tetracycline,resistant
SAMN11953922,Klebsiella pneumoniae,tigecycline,resistant
SAMN11953922,Klebsiella pneumoniae,tobramycin,susceptible
SAMN11953923,Klebsiella pneumoniae,aztreonam,resistant
SAMN11953923,Klebsiella pneumoniae,cefepime,resistant
SAMN11953923,Klebsiella pneumoniae,cefotaxime,resistant
SAMN11953923,Klebsiella pneumoniae,ceftazidime,resistant
SAMN11953923,Klebsiella pneumoniae,ceftriaxone,resistant
SAMN11953923,Klebsiella pneumoniae,ciprofloxacin,resistant
SAMN11953923,Klebsiella pneumoniae,doripenem,susceptible
SAMN11953923,Klebsiella pneumoniae,ertapenem,susceptible
SAMN11953923,Klebsiella pneumoniae,gentamicin,resistant
SAMN11953923,Klebsiella pneumoniae,imipenem,susceptible
SAMN11953923,Klebsiella pneumoniae,levofloxacin,resistant
SAMN11953923,Klebsiella pneumoniae,meropenem,susceptible
SAMN11953923,Klebsiella pneumoniae,tetracycline,resistant
SAMN11953923,Klebsiella pneumoniae,tigecycline,susceptible
SAMN11953923,Klebsiella pneumoniae,tobramycin,susceptible
SAMN11953924,Klebsiella pneumoniae,amikacin,resistant
SAMN11953924,Klebsiella pneumoniae,aztreonam,resistant
SAMN11953924,Klebsiella pneumoniae,cefepime,resistant
SAMN11953924,Klebsiella pneumoniae,cefotaxime,resistant
SAMN11953924,Klebsiella pneumoniae,ceftazidime,resistant
SAMN11953924,Klebsiella pneumoniae,ceftriaxone,resistant
SAMN11953924,Klebsiella pneumoniae,ciprofloxacin,resistant
SAMN11953924,Klebsiella pneumoniae,colistin,susceptible
SAMN11953924,Klebsiella pneumoniae,doripenem,susceptible
SAMN11953924,Klebsiella pneumoniae,gentamicin,resistant
SAMN11953924,Klebsiella pneumoniae,imipenem,susceptible
SAMN11953924,Klebsiella pneumoniae,levofloxacin,resistant
SAMN11953924,Klebsiella pneumoniae,meropenem,susceptible
SAMN11953924,Klebsiella pneumoniae,tetracycline,resistant
SAMN11953924,Klebsiella pneumoniae,tigecycline,susceptible
SAMN11953924,Klebsiella pneumoniae,tobramycin,resistant
SAMN11953925,Klebsiella pneumoniae,amikacin,susceptible
SAMN11953925,Klebsiella pneumoniae,aztreonam,resistant
SAMN11953925,Klebsiella pneumoniae,cefepime,resistant
SAMN11953925,Klebsiella pneumoniae,cefotaxime,resistant
SAMN11953925,Klebsiella pneumoniae,ceftazidime,resistant
SAMN11953925,Klebsiella pneumoniae,ceftriaxone,resistant
SAMN11953925,Klebsiella pneumoniae,ciprofloxacin,susceptible
SAMN11953925,Klebsiella pneumoniae,doripenem,susceptible
SAMN11953925,Klebsiella pneumoniae,ertapenem,susceptible
SAMN11953925,Klebsiella pneumoniae,gentamicin,resistant
SAMN11953925,Klebsiella pneumoniae,imipenem,susceptible
SAMN11953925,Klebsiella pneumoniae,levofloxacin,susceptible
SAMN11953925,Klebsiella pneumoniae,meropenem,susceptible
SAMN11953925,Klebsiella pneumoniae,tetracycline,susceptible
SAMN11953925,Klebsiella pneumoniae,tigecycline,susceptible
SAMN11953925,Klebsiella pneumoniae,tobramycin,resistant
SAMN11953926,Klebsiella pneumoniae,amikacin,susceptible
SAMN11953926,Klebsiella pneumoniae,aztreonam,resistant
SAMN11953926,Klebsiella pneumoniae,cefepime,resistant
SAMN11953926,Klebsiella pneumoniae,cefotaxime,resistant
SAMN11953926,Klebsiella pneumoniae,ceftazidime,resistant
SAMN11953926,Klebsiella pneumoniae,ceftriaxone,resistant
SAMN11953926,Klebsiella pneumoniae,ciprofloxacin,resistant
SAMN11953926,Klebsiella pneumoniae,colistin,susceptible
SAMN11953926,Klebsiella pneumoniae,doripenem,resistant
SAMN11953926,Klebsiella pneumoniae,ertapenem,resistant
SAMN11953926,Klebsiella pneumoniae,gentamicin,resistant
SAMN11953926,Klebsiella pneumoniae,imipenem,resistant
SAMN11953926,Klebsiella pneumoniae,levofloxacin,resistant
SAMN11953926,Klebsiella pneumoniae,meropenem,resistant
SAMN11953926,Klebsiella pneumoniae,tetracycline,resistant
SAMN11953926,Klebsiella pneumoniae,tigecycline,resistant
SAMN11953926,Klebsiella pneumoniae,tobramycin,resistant
SAMN11953927,Enterobacter cloacae,amikacin,resistant
SAMN11953927,Enterobacter cloacae,aztreonam,resistant
SAMN11953927,Enterobacter cloacae,cefepime,resistant
SAMN11953927,Enterobacter cloacae,cefotaxime,resistant
SAMN11953927,Enterobacter cloacae,ceftazidime,resistant
SAMN11953927,Enterobacter cloacae,ceftriaxone,resistant
SAMN11953927,Enterobacter cloacae,ciprofloxacin,resistant
SAMN11953927,Enterobacter cloacae,doripenem,susceptible
SAMN11953927,Enterobacter cloacae,ertapenem,resistant
SAMN11953927,Enterobacter cloacae,gentamicin,resistant
SAMN11953927,Enterobacter cloacae,levofloxacin,resistant
SAMN11953927,Enterobacter cloacae,meropenem,susceptible
SAMN11953927,Enterobacter cloacae,tetracycline,resistant
SAMN11953927,Enterobacter cloacae,tigecycline,susceptible
SAMN11953927,Enterobacter cloacae,tobramycin,resistant
SAMN11953929,Pseudomonas aeruginosa,amikacin,resistant
SAMN11953929,Pseudomonas aeruginosa,aztreonam,resistant
SAMN11953929,Pseudomonas aeruginosa,cefepime,resistant
SAMN11953929,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11953929,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11953929,Pseudomonas aeruginosa,colistin,susceptible
SAMN11953929,Pseudomonas aeruginosa,doripenem,susceptible
SAMN11953929,Pseudomonas aeruginosa,gentamicin,resistant
SAMN11953929,Pseudomonas aeruginosa,imipenem,susceptible
SAMN11953929,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN11953929,Pseudomonas aeruginosa,meropenem,susceptible
SAMN11953929,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11953930,Pseudomonas aeruginosa,amikacin,resistant
SAMN11953930,Pseudomonas aeruginosa,aztreonam,resistant
SAMN11953930,Pseudomonas aeruginosa,cefepime,resistant
SAMN11953930,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11953930,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11953930,Pseudomonas aeruginosa,colistin,susceptible
SAMN11953930,Pseudomonas aeruginosa,gentamicin,resistant
SAMN11953930,Pseudomonas aeruginosa,imipenem,susceptible
SAMN11953930,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN11953930,Pseudomonas aeruginosa,meropenem,susceptible
SAMN11953930,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11953931,Pseudomonas aeruginosa,amikacin,resistant
SAMN11953931,Pseudomonas aeruginosa,cefepime,resistant
SAMN11953931,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11953931,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11953931,Pseudomonas aeruginosa,colistin,susceptible
SAMN11953931,Pseudomonas aeruginosa,gentamicin,resistant
SAMN11953931,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN11953931,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11953932,Escherichia coli,amikacin,resistant
SAMN11953932,Escherichia coli,ampicillin,resistant
SAMN11953932,Escherichia coli,aztreonam,susceptible
SAMN11953932,Escherichia coli,cefepime,resistant
SAMN11953932,Escherichia coli,cefotaxime,resistant
SAMN11953932,Escherichia coli,ceftazidime,resistant
SAMN11953932,Escherichia coli,ceftriaxone,resistant
SAMN11953932,Escherichia coli,ciprofloxacin,resistant
SAMN11953932,Escherichia coli,doripenem,resistant
SAMN11953932,Escherichia coli,ertapenem,resistant
SAMN11953932,Escherichia coli,gentamicin,resistant
SAMN11953932,Escherichia coli,imipenem,resistant
SAMN11953932,Escherichia coli,levofloxacin,resistant
SAMN11953932,Escherichia coli,meropenem,resistant
SAMN11953932,Escherichia coli,tetracycline,susceptible
SAMN11953932,Escherichia coli,tobramycin,resistant
SAMN11953934,Klebsiella pneumoniae,amikacin,resistant
SAMN11953934,Klebsiella pneumoniae,aztreonam,resistant
SAMN11953934,Klebsiella pneumoniae,cefepime,resistant
SAMN11953934,Klebsiella pneumoniae,cefotaxime,resistant
SAMN11953934,Klebsiella pneumoniae,ceftazidime,resistant
SAMN11953934,Klebsiella pneumoniae,ceftriaxone,resistant
SAMN11953934,Klebsiella pneumoniae,ciprofloxacin,resistant
SAMN11953934,Klebsiella pneumoniae,doripenem,resistant
SAMN11953934,Klebsiella pneumoniae,ertapenem,resistant
SAMN11953934,Klebsiella pneumoniae,gentamicin,resistant
SAMN11953934,Klebsiella pneumoniae,imipenem,resistant
SAMN11953934,Klebsiella pneumoniae,levofloxacin,resistant
SAMN11953934,Klebsiella pneumoniae,meropenem,resistant
SAMN11953934,Klebsiella pneumoniae,tetracycline,resistant
SAMN11953934,Klebsiella pneumoniae,tigecycline,susceptible
SAMN11953934,Klebsiella pneumoniae,tobramycin,resistant
SAMN11953935,Klebsiella pneumoniae,amikacin,resistant
SAMN11953935,Klebsiella pneumoniae,aztreonam,resistant
SAMN11953935,Klebsiella pneumoniae,cefepime,resistant
SAMN11953935,Klebsiella pneumoniae,cefotaxime,resistant
SAMN11953935,Klebsiella pneumoniae,ceftazidime,resistant
SAMN11953935,Klebsiella pneumoniae,ceftriaxone,resistant
SAMN11953935,Klebsiella pneumoniae,ciprofloxacin,resistant
SAMN11953935,Klebsiella pneumoniae,colistin,susceptible
SAMN11953935,Klebsiella pneumoniae,doripenem,resistant
SAMN11953935,Klebsiella pneumoniae,ertapenem,resistant
SAMN11953935,Klebsiella pneumoniae,gentamicin,resistant
SAMN11953935,Klebsiella pneumoniae,imipenem,resistant
SAMN11953935,Klebsiella pneumoniae,levofloxacin,resistant
SAMN11953935,Klebsiella pneumoniae,meropenem,resistant
SAMN11953935,Klebsiella pneumoniae,tetracycline,resistant
SAMN11953935,Klebsiella pneumoniae,tigecycline,susceptible
SAMN11953935,Klebsiella pneumoniae,tobramycin,resistant
SAMN11953936,Escherichia coli,amikacin,resistant
SAMN11953936,Escherichia coli,ampicillin,resistant
SAMN11953936,Escherichia coli,aztreonam,resistant
SAMN11953936,Escherichia coli,cefepime,resistant
SAMN11953936,Escherichia coli,cefotaxime,resistant
SAMN11953936,Escherichia coli,ceftazidime,resistant
SAMN11953936,Escherichia coli,ceftriaxone,resistant
SAMN11953936,Escherichia coli,ciprofloxacin,resistant
SAMN11953936,Escherichia coli,doripenem,resistant
SAMN11953936,Escherichia coli,ertapenem,resistant
SAMN11953936,Escherichia coli,gentamicin,resistant
SAMN11953936,Escherichia coli,imipenem,resistant
SAMN11953936,Escherichia coli,levofloxacin,resistant
SAMN11953936,Escherichia coli,meropenem,resistant
SAMN11953936,Escherichia coli,tobramycin,resistant
SAMN11953937,Klebsiella pneumoniae,amikacin,susceptible
SAMN11953937,Klebsiella pneumoniae,aztreonam,resistant
SAMN11953937,Klebsiella pneumoniae,cefepime,resistant
SAMN11953937,Klebsiella pneumoniae,cefotaxime,resistant
SAMN11953937,Klebsiella pneumoniae,ceftazidime,resistant
SAMN11953937,Klebsiella pneumoniae,ceftriaxone,resistant
SAMN11953937,Klebsiella pneumoniae,ciprofloxacin,resistant
SAMN11953937,Klebsiella pneumoniae,colistin,susceptible
SAMN11953937,Klebsiella pneumoniae,doripenem,resistant
SAMN11953937,Klebsiella pneumoniae,ertapenem,resistant
SAMN11953937,Klebsiella pneumoniae,gentamicin,resistant
SAMN11953937,Klebsiella pneumoniae,imipenem,resistant
SAMN11953937,Klebsiella pneumoniae,levofloxacin,resistant
SAMN11953937,Klebsiella pneumoniae,meropenem,resistant
SAMN11953937,Klebsiella pneumoniae,tetracycline,susceptible
SAMN11953937,Klebsiella pneumoniae,tigecycline,susceptible
SAMN11953937,Klebsiella pneumoniae,tobramycin,resistant
SAMN11953939,Pseudomonas aeruginosa,amikacin,resistant
SAMN11953939,Pseudomonas aeruginosa,aztreonam,resistant
SAMN11953939,Pseudomonas aeruginosa,cefepime,resistant
SAMN11953939,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11953939,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11953939,Pseudomonas aeruginosa,colistin,susceptible
SAMN11953939,Pseudomonas aeruginosa,gentamicin,resistant
SAMN11953939,Pseudomonas aeruginosa,imipenem,resistant
SAMN11953939,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN11953939,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11953940,Pseudomonas aeruginosa,amikacin,resistant
SAMN11953940,Pseudomonas aeruginosa,aztreonam,resistant
SAMN11953940,Pseudomonas aeruginosa,cefepime,resistant
SAMN11953940,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11953940,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11953940,Pseudomonas aeruginosa,colistin,susceptible
SAMN11953940,Pseudomonas aeruginosa,doripenem,resistant
SAMN11953940,Pseudomonas aeruginosa,gentamicin,resistant
SAMN11953940,Pseudomonas aeruginosa,imipenem,resistant
SAMN11953940,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN11953940,Pseudomonas aeruginosa,meropenem,resistant
SAMN11953940,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11953941,Acinetobacter baumannii,amikacin,resistant
SAMN11953941,Acinetobacter baumannii,cefepime,resistant
SAMN11953941,Acinetobacter baumannii,cefotaxime,resistant
SAMN11953941,Acinetobacter baumannii,ceftazidime,resistant
SAMN11953941,Acinetobacter baumannii,ciprofloxacin,resistant
SAMN11953941,Acinetobacter baumannii,colistin,susceptible
SAMN11953941,Acinetobacter baumannii,doripenem,resistant
SAMN11953941,Acinetobacter baumannii,gentamicin,resistant
SAMN11953941,Acinetobacter baumannii,imipenem,resistant
SAMN11953941,Acinetobacter baumannii,levofloxacin,resistant
SAMN11953941,Acinetobacter baumannii,meropenem,resistant
SAMN11953941,Acinetobacter baumannii,tetracycline,susceptible
SAMN11953941,Acinetobacter baumannii,tigecycline,susceptible
SAMN11953941,Acinetobacter baumannii,tobramycin,resistant
SAMN11953942,Acinetobacter baumannii,amikacin,resistant
SAMN11953942,Acinetobacter baumannii,cefepime,resistant
SAMN11953942,Acinetobacter baumannii,cefotaxime,resistant
SAMN11953942,Acinetobacter baumannii,ceftazidime,resistant
SAMN11953942,Acinetobacter baumannii,ciprofloxacin,resistant
SAMN11953942,Acinetobacter baumannii,colistin,susceptible
SAMN11953942,Acinetobacter baumannii,doripenem,resistant
SAMN11953942,Acinetobacter baumannii,gentamicin,resistant
SAMN11953942,Acinetobacter baumannii,imipenem,resistant
SAMN11953942,Acinetobacter baumannii,levofloxacin,resistant
SAMN11953942,Acinetobacter baumannii,meropenem,resistant
SAMN11953942,Acinetobacter baumannii,tetracycline,resistant
SAMN11953942,Acinetobacter baumannii,tigecycline,susceptible
SAMN11953942,Acinetobacter baumannii,tobramycin,resistant
SAMN11953943,Acinetobacter baumannii,amikacin,resistant
SAMN11953943,Acinetobacter baumannii,cefepime,resistant
SAMN11953943,Acinetobacter baumannii,cefotaxime,resistant
SAMN11953943,Acinetobacter baumannii,ceftazidime,resistant
SAMN11953943,Acinetobacter baumannii,ciprofloxacin,resistant
SAMN11953943,Acinetobacter baumannii,colistin,susceptible
SAMN11953943,Acinetobacter baumannii,doripenem,resistant
SAMN11953943,Acinetobacter baumannii,gentamicin,resistant
SAMN11953943,Acinetobacter baumannii,imipenem,resistant
SAMN11953943,Acinetobacter baumannii,levofloxacin,resistant
SAMN11953943,Acinetobacter baumannii,meropenem,resistant
SAMN11953943,Acinetobacter baumannii,tigecycline,susceptible
SAMN11953943,Acinetobacter baumannii,tobramycin,resistant
SAMN10055345,Citrobacter freundii,aztreonam,susceptible
SAMN10055345,Citrobacter freundii,cefepime,susceptible
SAMN10055345,Citrobacter freundii,ciprofloxacin,susceptible
SAMN10055345,Citrobacter freundii,doripenem,susceptible
SAMN10055345,Citrobacter freundii,ertapenem,susceptible
SAMN10055345,Citrobacter freundii,gentamicin,susceptible
SAMN10055345,Citrobacter freundii,imipenem,susceptible
SAMN10055345,Citrobacter freundii,levofloxacin,susceptible
SAMN10055345,Citrobacter freundii,meropenem,susceptible
SAMN10055345,Citrobacter freundii,tetracycline,susceptible
SAMN11953791,Enterobacter cloacae,aztreonam,susceptible
SAMN11953791,Enterobacter cloacae,cefepime,susceptible
SAMN11953791,Enterobacter cloacae,cefotaxime,susceptible
SAMN11953791,Enterobacter cloacae,ceftazidime,susceptible
SAMN11953791,Enterobacter cloacae,ciprofloxacin,susceptible
SAMN11953791,Enterobacter cloacae,doripenem,susceptible
SAMN11953791,Enterobacter cloacae,ertapenem,susceptible
SAMN11953791,Enterobacter cloacae,gentamicin,susceptible
SAMN11953791,Enterobacter cloacae,imipenem,susceptible
SAMN11953791,Enterobacter cloacae,levofloxacin,susceptible
SAMN11953791,Enterobacter cloacae,meropenem,susceptible
SAMN11953791,Enterobacter cloacae,tetracycline,susceptible
SAMN11953791,Enterobacter cloacae,tigecycline,susceptible
SAMN11953791,Enterobacter cloacae,tobramycin,susceptible
SAMN11953792,Enterobacter cloacae,amikacin,susceptible
SAMN11953792,Enterobacter cloacae,aztreonam,resistant
SAMN11953792,Enterobacter cloacae,cefotaxime,resistant
SAMN11953792,Enterobacter cloacae,ceftazidime,resistant
SAMN11953792,Enterobacter cloacae,ceftriaxone,resistant
SAMN11953792,Enterobacter cloacae,ciprofloxacin,resistant
SAMN11953792,Enterobacter cloacae,doripenem,susceptible
SAMN11953792,Enterobacter cloacae,ertapenem,susceptible
SAMN11953792,Enterobacter cloacae,gentamicin,susceptible
SAMN11953792,Enterobacter cloacae,imipenem,susceptible
SAMN11953792,Enterobacter cloacae,levofloxacin,resistant
SAMN11953792,Enterobacter cloacae,meropenem,susceptible
SAMN11953792,Enterobacter cloacae,tetracycline,susceptible
SAMN11953792,Enterobacter cloacae,tigecycline,susceptible
SAMN11953792,Enterobacter cloacae,tobramycin,susceptible
SAMN11953793,Enterobacter cloacae,aztreonam,susceptible
SAMN11953793,Enterobacter cloacae,cefepime,susceptible
SAMN11953793,Enterobacter cloacae,cefotaxime,susceptible
SAMN11953793,Enterobacter cloacae,ciprofloxacin,susceptible
SAMN11953793,Enterobacter cloacae,doripenem,susceptible
SAMN11953793,Enterobacter cloacae,ertapenem,susceptible
SAMN11953793,Enterobacter cloacae,gentamicin,susceptible
SAMN11953793,Enterobacter cloacae,imipenem,susceptible
SAMN11953793,Enterobacter cloacae,levofloxacin,susceptible
SAMN11953793,Enterobacter cloacae,meropenem,susceptible
SAMN11953793,Enterobacter cloacae,tetracycline,susceptible
SAMN11953793,Enterobacter cloacae,tigecycline,susceptible
SAMN11953793,Enterobacter cloacae,tobramycin,susceptible
SAMN11953796,Escherichia coli,ampicillin,susceptible
SAMN11953796,Escherichia coli,aztreonam,susceptible
SAMN11953796,Escherichia coli,cefazolin,susceptible
SAMN11953796,Escherichia coli,cefepime,susceptible
SAMN11953796,Escherichia coli,cefotaxime,susceptible
SAMN11953796,Escherichia coli,cefoxitin,susceptible
SAMN11953796,Escherichia coli,chloramphenicol,susceptible
SAMN11953796,Escherichia coli,ciprofloxacin,susceptible
SAMN11953796,Escherichia coli,doripenem,susceptible
SAMN11953796,Escherichia coli,ertapenem,susceptible
SAMN11953796,Escherichia coli,gentamicin,susceptible
SAMN11953796,Escherichia coli,imipenem,susceptible
SAMN11953796,Escherichia coli,levofloxacin,susceptible
SAMN11953796,Escherichia coli,meropenem,susceptible
SAMN11953796,Escherichia coli,tetracycline,susceptible
SAMN11953796,Escherichia coli,tobramycin,susceptible
SAMN11953797,Escherichia coli,ampicillin,susceptible
SAMN11953797,Escherichia coli,aztreonam,susceptible
SAMN11953797,Escherichia coli,cefazolin,susceptible
SAMN11953797,Escherichia coli,cefepime,susceptible
SAMN11953797,Escherichia coli,cefotaxime,susceptible
SAMN11953797,Escherichia coli,cefoxitin,susceptible
