sample_id,bacteria,antibiotics,phenotype
SAMN07291496,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291496,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291496,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291496,Pseudomonas aeruginosa,tobramycin,resistant
SAMN07291497,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291497,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291497,Pseudomonas aeruginosa,ceftolozane-tazobactam,susceptible
SAMN07291497,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291497,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291497,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291497,Pseudomonas aeruginosa,gentamicin,resistant
SAMN07291497,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291497,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291497,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291497,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291497,Pseudomonas aeruginosa,tobramycin,resistant
SAMN07291498,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291498,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291498,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291498,Pseudomonas aeruginosa,ceftolozane-tazobactam,susceptible
SAMN07291498,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291498,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291498,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291498,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN07291498,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291498,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291498,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291498,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291498,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291498,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN07291499,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291499,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291499,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291499,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291499,Pseudomonas aeruginosa,ceftolozane-tazobactam,resistant
SAMN07291499,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN07291499,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291499,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291499,Pseudomonas aeruginosa,gentamicin,resistant
SAMN07291499,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291499,Pseudomonas aeruginosa,levofloxacin,susceptible
SAMN07291499,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291499,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291499,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291499,Pseudomonas aeruginosa,tobramycin,resistant
SAMN07291500,Pseudomonas aeruginosa,amikacin,resistant
SAMN07291500,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291500,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291500,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291500,Pseudomonas aeruginosa,ceftolozane-tazobactam,resistant
SAMN07291500,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291500,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291500,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291500,Pseudomonas aeruginosa,gentamicin,resistant
SAMN07291500,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291500,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291500,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291500,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291500,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291500,Pseudomonas aeruginosa,tobramycin,resistant
SAMN07291501,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291501,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291501,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291501,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291501,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN07291501,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291501,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291501,Pseudomonas aeruginosa,gentamicin,resistant
SAMN07291501,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291501,Pseudomonas aeruginosa,levofloxacin,susceptible
SAMN07291501,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291501,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291501,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291501,Pseudomonas aeruginosa,tobramycin,resistant
SAMN07291502,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291502,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291502,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291502,Pseudomonas aeruginosa,ceftolozane-tazobactam,susceptible
SAMN07291502,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291502,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291502,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291502,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN07291502,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291502,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291502,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291502,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291502,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291502,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN07291503,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291503,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291503,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291503,Pseudomonas aeruginosa,ceftolozane-tazobactam,susceptible
SAMN07291503,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN07291503,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291503,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291503,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN07291503,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291503,Pseudomonas aeruginosa,levofloxacin,susceptible
SAMN07291503,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291503,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291503,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291503,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN07291532,Pseudomonas aeruginosa,amikacin,resistant
SAMN07291532,Pseudomonas aeruginosa,aztreonam,susceptible
SAMN07291532,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291532,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291532,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291532,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291532,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291532,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291532,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291532,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291532,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
SAMN07291532,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291532,Pseudomonas aeruginosa,tobramycin,resistant
SAMN07291533,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291533,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291533,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291533,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291533,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291533,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291533,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291533,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN07291533,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291533,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291533,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291533,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291533,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291533,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN07291534,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291534,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291534,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291534,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291534,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN07291534,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291534,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291534,Pseudomonas aeruginosa,gentamicin,resistant
SAMN07291534,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291534,Pseudomonas aeruginosa,levofloxacin,susceptible
SAMN07291534,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291534,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291534,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291534,Pseudomonas aeruginosa,tobramycin,resistant
SAMN07291535,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291535,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291535,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291535,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291535,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN07291535,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291535,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291535,Pseudomonas aeruginosa,gentamicin,resistant
SAMN07291535,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291535,Pseudomonas aeruginosa,levofloxacin,susceptible
SAMN07291535,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291535,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291535,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291535,Pseudomonas aeruginosa,tobramycin,resistant
SAMN07291536,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291536,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291536,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291536,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291536,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291536,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291536,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291536,Pseudomonas aeruginosa,gentamicin,resistant
SAMN07291536,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291536,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291536,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291536,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291536,Pseudomonas aeruginosa,tobramycin,resistant
SAMN07291537,Pseudomonas aeruginosa,amikacin,resistant
SAMN07291537,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291537,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291537,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291537,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291537,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291537,Pseudomonas aeruginosa,gentamicin,resistant
SAMN07291537,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291537,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291537,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291537,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291537,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291537,Pseudomonas aeruginosa,tobramycin,resistant
SAMN07291538,Pseudomonas aeruginosa,amikacin,resistant
SAMN07291538,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291538,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291538,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291538,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291538,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291538,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291538,Pseudomonas aeruginosa,gentamicin,resistant
SAMN07291538,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291538,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291538,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291538,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291538,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291538,Pseudomonas aeruginosa,tobramycin,resistant
SAMN07291539,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291539,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291539,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291539,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291539,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291539,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291539,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN07291539,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291539,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291539,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291539,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291539,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291539,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN07291540,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291540,Pseudomonas aeruginosa,aztreonam,susceptible
SAMN07291540,Pseudomonas aeruginosa,cefepime,susceptible
SAMN07291540,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN07291540,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN07291540,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291540,Pseudomonas aeruginosa,doripenem,susceptible
SAMN07291540,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN07291540,Pseudomonas aeruginosa,levofloxacin,susceptible
SAMN07291540,Pseudomonas aeruginosa,meropenem,susceptible
SAMN07291540,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
SAMN07291540,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291540,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN07291542,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291542,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291542,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291542,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291542,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291542,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291542,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291542,Pseudomonas aeruginosa,gentamicin,resistant
SAMN07291542,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291542,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291542,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291542,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291542,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291542,Pseudomonas aeruginosa,tobramycin,resistant
SAMN07291548,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291548,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291548,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291548,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291548,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN07291548,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291548,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291548,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN07291548,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291548,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291548,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291548,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291548,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN07291549,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291549,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291549,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291549,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291549,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291549,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291549,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291549,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN07291549,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291549,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291549,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291549,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291549,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN07291550,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291550,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291550,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291550,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291550,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291550,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291550,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291550,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN07291550,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291550,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291550,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291550,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291550,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291551,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291551,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291551,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291551,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291551,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN07291551,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291551,Pseudomonas aeruginosa,doripenem,susceptible
SAMN07291551,Pseudomonas aeruginosa,levofloxacin,susceptible
SAMN07291551,Pseudomonas aeruginosa,meropenem,susceptible
SAMN07291551,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291551,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291551,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN07291552,Pseudomonas aeruginosa,amikacin,susceptible
SAMN07291552,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291552,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291552,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291552,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291552,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291552,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291552,Pseudomonas aeruginosa,gentamicin,susceptible
SAMN07291552,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291552,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291552,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291552,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291552,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291552,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN07291553,Pseudomonas aeruginosa,amikacin,resistant
SAMN07291553,Pseudomonas aeruginosa,aztreonam,resistant
SAMN07291553,Pseudomonas aeruginosa,cefepime,resistant
SAMN07291553,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN07291553,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN07291553,Pseudomonas aeruginosa,colistin,susceptible
SAMN07291553,Pseudomonas aeruginosa,doripenem,resistant
SAMN07291553,Pseudomonas aeruginosa,gentamicin,resistant
SAMN07291553,Pseudomonas aeruginosa,imipenem,resistant
SAMN07291553,Pseudomonas aeruginosa,levofloxacin,resistant
SAMN07291553,Pseudomonas aeruginosa,meropenem,resistant
SAMN07291553,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
SAMN07291553,Pseudomonas aeruginosa,polymyxin B,susceptible
SAMN07291553,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11110332,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11110332,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN11110332,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110333,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11110333,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN11110333,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110334,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110334,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110334,Pseudomonas aeruginosa,meropenem,susceptible
SAMN11110334,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110335,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110335,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110336,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11110336,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110337,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110337,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN11110337,Pseudomonas aeruginosa,meropenem,susceptible
SAMN11110337,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110338,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110338,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110338,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110338,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11110339,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11110339,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110339,Pseudomonas aeruginosa,meropenem,susceptible
SAMN11110339,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11110340,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110340,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110340,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110341,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11110341,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110341,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110341,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11110342,Pseudomonas aeruginosa,meropenem,susceptible
SAMN11110342,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110343,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110343,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN11110343,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110343,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110344,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11110344,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110344,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110344,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11110345,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110345,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110345,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11110346,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11110346,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110346,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110346,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11110347,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110347,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110347,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110347,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11110348,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110348,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110348,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110349,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11110349,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN11110349,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110349,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110350,Pseudomonas aeruginosa,ceftazidime,resistant
SAMN11110350,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110350,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110350,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11110351,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110351,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110351,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110351,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110352,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110352,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110352,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11110353,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110353,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110353,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11110354,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110354,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110354,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110354,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110355,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110355,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110355,Pseudomonas aeruginosa,meropenem,susceptible
SAMN11110355,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110356,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN11110356,Pseudomonas aeruginosa,meropenem,susceptible
SAMN11110356,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110357,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN11110357,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110357,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110358,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110358,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN11110358,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110358,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110359,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110359,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110359,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110359,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110360,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110360,Pseudomonas aeruginosa,ciprofloxacin,susceptible
SAMN11110360,Pseudomonas aeruginosa,meropenem,susceptible
SAMN11110360,Pseudomonas aeruginosa,tobramycin,susceptible
SAMN11110361,Pseudomonas aeruginosa,ceftazidime,susceptible
SAMN11110361,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110361,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110361,Pseudomonas aeruginosa,tobramycin,resistant
SAMN11110362,Pseudomonas aeruginosa,ciprofloxacin,resistant
SAMN11110362,Pseudomonas aeruginosa,meropenem,resistant
SAMN11110362,Pseudomonas aeruginosa,tobramycin,resistant
