sample_id,bacteria,antibiotics,phenotype
Pseudomonas_MB1164,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1164,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1164,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1164,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1164,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1164,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1164,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1164,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1167,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB1167,Pseudomonas aeruginosa,amikacin,resistant
Pseudomonas_MB1167,Pseudomonas aeruginosa,ciprofloxacin,resistant
Pseudomonas_MB1167,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1167,Pseudomonas aeruginosa,imipenem,resistant
Pseudomonas_MB1167,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB1167,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
Pseudomonas_MB1231,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1231,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1231,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1231,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1231,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1231,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1231,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1316,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1316,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1316,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1316,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1316,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1316,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1316,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1316,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1316,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Stenotrophomonas_MB1317,Stenotrophomonas maltophilia,cefepime,susceptible
Stenotrophomonas_MB1317,Stenotrophomonas maltophilia,amikacin,susceptible
Stenotrophomonas_MB1317,Stenotrophomonas maltophilia,tobramycin,susceptible
Stenotrophomonas_MB1317,Stenotrophomonas maltophilia,ciprofloxacin,susceptible
Stenotrophomonas_MB1317,Stenotrophomonas maltophilia,ceftazidime,susceptible
Stenotrophomonas_MB1317,Stenotrophomonas maltophilia,imipenem,susceptible
Stenotrophomonas_MB1317,Stenotrophomonas maltophilia,meropenem,susceptible
Stenotrophomonas_MB1317,Stenotrophomonas maltophilia,piperacillin-tazobactam,susceptible
Pseudomonas_MB1319,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1319,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1319,Pseudomonas aeruginosa,ciprofloxacin,resistant
Pseudomonas_MB1319,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1319,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1319,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1319,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1327,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1327,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1327,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1327,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1327,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1327,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1327,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1327,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1332,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB1332,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1332,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1332,Pseudomonas aeruginosa,ciprofloxacin,resistant
Pseudomonas_MB1332,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1332,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1332,Pseudomonas aeruginosa,imipenem,resistant
Pseudomonas_MB1332,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB1332,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1369,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1369,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1369,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1369,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1369,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1369,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1369,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1369,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1369,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1386,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1386,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1386,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1386,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1386,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1386,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1386,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1386,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1386,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1406,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1406,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1406,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1406,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1406,Pseudomonas aeruginosa,aztreonam,resistant
Pseudomonas_MB1406,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1406,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1406,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1414,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1414,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1414,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1414,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1414,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1414,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1414,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1414,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1414,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1438,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1438,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1438,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1438,Pseudomonas aeruginosa,ciprofloxacin,resistant
Pseudomonas_MB1438,Pseudomonas aeruginosa,aztreonam,resistant
Pseudomonas_MB1438,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1438,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1438,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1438,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1442,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1442,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1442,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1442,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1442,Pseudomonas aeruginosa,ceftazidime,resistant
Pseudomonas_MB1442,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1442,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1442,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
Pseudomonas_MB1462,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1462,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1462,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1462,Pseudomonas aeruginosa,ciprofloxacin,resistant
Pseudomonas_MB1462,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1462,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1462,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1462,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1462,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1463,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1463,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1463,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1463,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1463,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1463,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1463,Pseudomonas aeruginosa,imipenem,resistant
Pseudomonas_MB1463,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1463,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1473,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1473,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1473,Pseudomonas aeruginosa,ciprofloxacin,resistant
Pseudomonas_MB1473,Pseudomonas aeruginosa,aztreonam,resistant
Pseudomonas_MB1473,Pseudomonas aeruginosa,ceftazidime,resistant
Pseudomonas_MB1473,Pseudomonas aeruginosa,imipenem,resistant
Pseudomonas_MB1473,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1473,Pseudomonas aeruginosa,piperacillin-tazobactam,resistant
Pseudomonas_MB1491,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1491,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1491,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1491,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1491,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1491,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1491,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1491,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1491,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1540,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1540,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1540,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1540,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1540,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1540,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1540,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1540,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1540,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1570,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1570,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1570,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1570,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1570,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1570,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1570,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1570,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1570,Pseudomonas aeruginosa,piperacillin-tazobactam,susceptible
Pseudomonas_MB1694,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1694,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1694,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1694,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1694,Pseudomonas aeruginosa,aztreonam,resistant
Pseudomonas_MB1694,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1694,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1694,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1734,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1734,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1734,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1734,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1734,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1734,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1734,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1734,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1747,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1747,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1747,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1747,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1747,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1747,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1747,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1747,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1764,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB1764,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1764,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1764,Pseudomonas aeruginosa,ciprofloxacin,resistant
Pseudomonas_MB1764,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1764,Pseudomonas aeruginosa,imipenem,resistant
Pseudomonas_MB1764,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB1828,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1828,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1828,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1828,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1828,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1828,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1828,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1828,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1854,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1854,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1854,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1854,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1854,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1854,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1854,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1854,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1875,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1875,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1875,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1875,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1875,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1875,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1875,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1875,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1914,Pseudomonas aeruginosa,cefepime,resistant
Pseudomonas_MB1914,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1914,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1914,Pseudomonas aeruginosa,ciprofloxacin,resistant
Pseudomonas_MB1914,Pseudomonas aeruginosa,aztreonam,resistant
Pseudomonas_MB1914,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1914,Pseudomonas aeruginosa,imipenem,resistant
Pseudomonas_MB1914,Pseudomonas aeruginosa,meropenem,resistant
Pseudomonas_MB1958,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1958,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1958,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1958,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1958,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1958,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1958,Pseudomonas aeruginosa,imipenem,resistant
Pseudomonas_MB1959,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1959,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1959,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1959,Pseudomonas aeruginosa,ciprofloxacin,resistant
Pseudomonas_MB1959,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1959,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1959,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1959,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB1984,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB1984,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB1984,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB1984,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB1984,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB1984,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB1984,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB1984,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2001,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2001,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2001,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2001,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2001,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB2001,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2001,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB2001,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2031,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2031,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2031,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2031,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2031,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB2031,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2031,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB2031,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2061,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2061,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2061,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2061,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2061,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB2061,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2061,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB2061,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2085,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2085,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2085,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2085,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2085,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB2085,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2085,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB2085,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2090,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2090,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2090,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2090,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2090,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB2090,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2090,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB2090,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2108,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2108,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2108,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2108,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2108,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB2108,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2108,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB2108,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2184,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2184,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2184,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2184,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2184,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB2184,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2184,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB2184,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2217,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2217,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2217,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2217,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2217,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2217,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB2217,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2261,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2261,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2261,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2261,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2261,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB2261,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2261,Pseudomonas aeruginosa,imipenem,resistant
Pseudomonas_MB2261,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2285,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2285,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2285,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2285,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2285,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB2285,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2285,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB2285,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2291,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2291,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2291,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2291,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2291,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB2291,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2291,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2293,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2293,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2293,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2293,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2293,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB2293,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2293,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2295,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2295,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2295,Pseudomonas aeruginosa,ciprofloxacin,resistant
Pseudomonas_MB2295,Pseudomonas aeruginosa,ceftolozane-tazobactam,resistant
Pseudomonas_MB2295,Pseudomonas aeruginosa,imipenem,resistant
Pseudomonas_MB2307,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2307,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2307,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2307,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2307,Pseudomonas aeruginosa,aztreonam,susceptible
Pseudomonas_MB2307,Pseudomonas aeruginosa,ceftazidime,susceptible
Pseudomonas_MB2307,Pseudomonas aeruginosa,imipenem,susceptible
Pseudomonas_MB2307,Pseudomonas aeruginosa,meropenem,susceptible
Pseudomonas_MB2371,Pseudomonas aeruginosa,cefepime,susceptible
Pseudomonas_MB2371,Pseudomonas aeruginosa,amikacin,susceptible
Pseudomonas_MB2371,Pseudomonas aeruginosa,tobramycin,susceptible
Pseudomonas_MB2371,Pseudomonas aeruginosa,ciprofloxacin,susceptible
Pseudomonas_MB2371,Pseudomonas aeruginosa,aztreonam,resistant
