sample_id,bacteria,antibiotics,phenotype
3765049,Streptococcus pneumoniae,amoxicillin,susceptible
3765049,Streptococcus pneumoniae,cefuroxime,susceptible
3765049,Streptococcus pneumoniae,clindamycin,susceptible
3765049,Streptococcus pneumoniae,erythromycin,susceptible
3765049,Streptococcus pneumoniae,meropenem,susceptible
3765049,Streptococcus pneumoniae,tetracycline,susceptible
3765049,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765051,Streptococcus pneumoniae,amoxicillin,susceptible
3765051,Streptococcus pneumoniae,cefuroxime,susceptible
3765051,Streptococcus pneumoniae,clindamycin,susceptible
3765051,Streptococcus pneumoniae,erythromycin,resistant
3765051,Streptococcus pneumoniae,meropenem,susceptible
3765051,Streptococcus pneumoniae,tetracycline,susceptible
3765051,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765052,Streptococcus pneumoniae,amoxicillin,susceptible
3765052,Streptococcus pneumoniae,cefuroxime,susceptible
3765052,Streptococcus pneumoniae,clindamycin,susceptible
3765052,Streptococcus pneumoniae,erythromycin,resistant
3765052,Streptococcus pneumoniae,meropenem,susceptible
3765052,Streptococcus pneumoniae,tetracycline,susceptible
3765052,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765053,Streptococcus pneumoniae,amoxicillin,susceptible
3765053,Streptococcus pneumoniae,cefuroxime,susceptible
3765053,Streptococcus pneumoniae,clindamycin,susceptible
3765053,Streptococcus pneumoniae,erythromycin,susceptible
3765053,Streptococcus pneumoniae,meropenem,susceptible
3765053,Streptococcus pneumoniae,tetracycline,susceptible
3765053,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765054,Streptococcus pneumoniae,amoxicillin,susceptible
3765054,Streptococcus pneumoniae,cefuroxime,susceptible
3765054,Streptococcus pneumoniae,clindamycin,resistant
3765054,Streptococcus pneumoniae,erythromycin,resistant
3765054,Streptococcus pneumoniae,meropenem,susceptible
3765054,Streptococcus pneumoniae,tetracycline,resistant
3765054,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,resistant
3765055,Streptococcus pneumoniae,amoxicillin,susceptible
3765055,Streptococcus pneumoniae,cefuroxime,susceptible
3765055,Streptococcus pneumoniae,clindamycin,susceptible
3765055,Streptococcus pneumoniae,erythromycin,resistant
3765055,Streptococcus pneumoniae,meropenem,susceptible
3765055,Streptococcus pneumoniae,tetracycline,susceptible
3765055,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765056,Streptococcus pneumoniae,amoxicillin,susceptible
3765056,Streptococcus pneumoniae,cefuroxime,susceptible
3765056,Streptococcus pneumoniae,clindamycin,susceptible
3765056,Streptococcus pneumoniae,erythromycin,susceptible
3765056,Streptococcus pneumoniae,meropenem,susceptible
3765056,Streptococcus pneumoniae,tetracycline,susceptible
3765057,Streptococcus pneumoniae,amoxicillin,susceptible
3765057,Streptococcus pneumoniae,cefuroxime,susceptible
3765057,Streptococcus pneumoniae,clindamycin,susceptible
3765057,Streptococcus pneumoniae,erythromycin,susceptible
3765057,Streptococcus pneumoniae,meropenem,susceptible
3765057,Streptococcus pneumoniae,tetracycline,susceptible
3765057,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765058,Streptococcus pneumoniae,amoxicillin,susceptible
3765058,Streptococcus pneumoniae,cefuroxime,susceptible
3765058,Streptococcus pneumoniae,clindamycin,susceptible
3765058,Streptococcus pneumoniae,erythromycin,susceptible
3765058,Streptococcus pneumoniae,meropenem,susceptible
3765058,Streptococcus pneumoniae,tetracycline,susceptible
3765058,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765059,Streptococcus pneumoniae,amoxicillin,susceptible
3765059,Streptococcus pneumoniae,cefuroxime,susceptible
3765059,Streptococcus pneumoniae,clindamycin,susceptible
3765059,Streptococcus pneumoniae,erythromycin,susceptible
3765059,Streptococcus pneumoniae,meropenem,susceptible
3765059,Streptococcus pneumoniae,tetracycline,susceptible
3765059,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765060,Streptococcus pneumoniae,amoxicillin,susceptible
3765060,Streptococcus pneumoniae,cefuroxime,susceptible
3765060,Streptococcus pneumoniae,clindamycin,susceptible
3765060,Streptococcus pneumoniae,erythromycin,susceptible
3765060,Streptococcus pneumoniae,meropenem,susceptible
3765060,Streptococcus pneumoniae,tetracycline,susceptible
3765060,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765061,Streptococcus pneumoniae,amoxicillin,susceptible
3765061,Streptococcus pneumoniae,cefuroxime,susceptible
3765061,Streptococcus pneumoniae,clindamycin,susceptible
3765061,Streptococcus pneumoniae,erythromycin,susceptible
3765061,Streptococcus pneumoniae,meropenem,susceptible
3765061,Streptococcus pneumoniae,tetracycline,susceptible
3765062,Streptococcus pneumoniae,amoxicillin,susceptible
3765062,Streptococcus pneumoniae,cefuroxime,susceptible
3765062,Streptococcus pneumoniae,clindamycin,susceptible
3765062,Streptococcus pneumoniae,erythromycin,susceptible
3765062,Streptococcus pneumoniae,meropenem,susceptible
3765062,Streptococcus pneumoniae,tetracycline,susceptible
3765063,Streptococcus pneumoniae,amoxicillin,susceptible
3765063,Streptococcus pneumoniae,cefuroxime,susceptible
3765063,Streptococcus pneumoniae,clindamycin,susceptible
3765063,Streptococcus pneumoniae,erythromycin,resistant
3765063,Streptococcus pneumoniae,meropenem,susceptible
3765063,Streptococcus pneumoniae,tetracycline,susceptible
3765064,Streptococcus pneumoniae,amoxicillin,susceptible
3765064,Streptococcus pneumoniae,cefuroxime,susceptible
3765064,Streptococcus pneumoniae,clindamycin,susceptible
3765064,Streptococcus pneumoniae,erythromycin,susceptible
3765064,Streptococcus pneumoniae,meropenem,susceptible
3765064,Streptococcus pneumoniae,tetracycline,susceptible
3765064,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765065,Streptococcus pneumoniae,amoxicillin,susceptible
3765065,Streptococcus pneumoniae,cefuroxime,susceptible
3765065,Streptococcus pneumoniae,clindamycin,susceptible
3765065,Streptococcus pneumoniae,erythromycin,resistant
3765065,Streptococcus pneumoniae,meropenem,susceptible
3765065,Streptococcus pneumoniae,tetracycline,susceptible
3765066,Streptococcus pneumoniae,amoxicillin,susceptible
3765066,Streptococcus pneumoniae,cefuroxime,susceptible
3765066,Streptococcus pneumoniae,clindamycin,susceptible
3765066,Streptococcus pneumoniae,erythromycin,susceptible
3765066,Streptococcus pneumoniae,meropenem,susceptible
3765066,Streptococcus pneumoniae,tetracycline,susceptible
3765067,Streptococcus pneumoniae,amoxicillin,susceptible
3765067,Streptococcus pneumoniae,cefuroxime,susceptible
3765067,Streptococcus pneumoniae,clindamycin,susceptible
3765067,Streptococcus pneumoniae,erythromycin,susceptible
3765067,Streptococcus pneumoniae,meropenem,susceptible
3765067,Streptococcus pneumoniae,tetracycline,susceptible
3765068,Streptococcus pneumoniae,amoxicillin,susceptible
3765068,Streptococcus pneumoniae,cefuroxime,susceptible
3765068,Streptococcus pneumoniae,clindamycin,susceptible
3765068,Streptococcus pneumoniae,erythromycin,resistant
3765068,Streptococcus pneumoniae,meropenem,susceptible
3765068,Streptococcus pneumoniae,tetracycline,susceptible
3765069,Streptococcus pneumoniae,amoxicillin,susceptible
3765069,Streptococcus pneumoniae,cefuroxime,susceptible
3765069,Streptococcus pneumoniae,clindamycin,susceptible
3765069,Streptococcus pneumoniae,erythromycin,resistant
3765069,Streptococcus pneumoniae,meropenem,susceptible
3765069,Streptococcus pneumoniae,tetracycline,susceptible
3765069,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,resistant
3765070,Streptococcus pneumoniae,amoxicillin,susceptible
3765070,Streptococcus pneumoniae,cefuroxime,susceptible
3765070,Streptococcus pneumoniae,clindamycin,susceptible
3765070,Streptococcus pneumoniae,erythromycin,resistant
3765070,Streptococcus pneumoniae,meropenem,susceptible
3765070,Streptococcus pneumoniae,tetracycline,susceptible
3765070,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,resistant
3765071,Streptococcus pneumoniae,amoxicillin,susceptible
3765071,Streptococcus pneumoniae,cefuroxime,susceptible
3765071,Streptococcus pneumoniae,clindamycin,susceptible
3765071,Streptococcus pneumoniae,erythromycin,resistant
3765071,Streptococcus pneumoniae,meropenem,susceptible
3765071,Streptococcus pneumoniae,tetracycline,susceptible
3765072,Streptococcus pneumoniae,amoxicillin,susceptible
3765072,Streptococcus pneumoniae,cefuroxime,susceptible
3765072,Streptococcus pneumoniae,clindamycin,susceptible
3765072,Streptococcus pneumoniae,erythromycin,resistant
3765072,Streptococcus pneumoniae,meropenem,susceptible
3765072,Streptococcus pneumoniae,tetracycline,susceptible
3765073,Streptococcus pneumoniae,amoxicillin,susceptible
3765073,Streptococcus pneumoniae,cefuroxime,susceptible
3765073,Streptococcus pneumoniae,clindamycin,susceptible
3765073,Streptococcus pneumoniae,erythromycin,resistant
3765073,Streptococcus pneumoniae,meropenem,susceptible
3765073,Streptococcus pneumoniae,tetracycline,susceptible
3765074,Streptococcus pneumoniae,amoxicillin,susceptible
3765074,Streptococcus pneumoniae,cefuroxime,susceptible
3765074,Streptococcus pneumoniae,clindamycin,susceptible
3765074,Streptococcus pneumoniae,erythromycin,resistant
3765074,Streptococcus pneumoniae,meropenem,susceptible
3765074,Streptococcus pneumoniae,tetracycline,susceptible
3765075,Streptococcus pneumoniae,amoxicillin,susceptible
3765075,Streptococcus pneumoniae,cefuroxime,susceptible
3765075,Streptococcus pneumoniae,clindamycin,susceptible
3765075,Streptococcus pneumoniae,erythromycin,resistant
3765075,Streptococcus pneumoniae,meropenem,susceptible
3765075,Streptococcus pneumoniae,tetracycline,susceptible
3765076,Streptococcus pneumoniae,amoxicillin,susceptible
3765076,Streptococcus pneumoniae,cefuroxime,susceptible
3765076,Streptococcus pneumoniae,clindamycin,susceptible
3765076,Streptococcus pneumoniae,erythromycin,resistant
3765076,Streptococcus pneumoniae,meropenem,susceptible
3765076,Streptococcus pneumoniae,tetracycline,susceptible
3765077,Streptococcus pneumoniae,amoxicillin,susceptible
3765077,Streptococcus pneumoniae,cefuroxime,susceptible
3765077,Streptococcus pneumoniae,clindamycin,susceptible
3765077,Streptococcus pneumoniae,erythromycin,resistant
3765077,Streptococcus pneumoniae,meropenem,susceptible
3765077,Streptococcus pneumoniae,tetracycline,susceptible
3765078,Streptococcus pneumoniae,amoxicillin,susceptible
3765078,Streptococcus pneumoniae,cefuroxime,susceptible
3765078,Streptococcus pneumoniae,clindamycin,susceptible
3765078,Streptococcus pneumoniae,erythromycin,resistant
3765078,Streptococcus pneumoniae,meropenem,susceptible
3765078,Streptococcus pneumoniae,tetracycline,susceptible
3765079,Streptococcus pneumoniae,amoxicillin,susceptible
3765079,Streptococcus pneumoniae,cefuroxime,susceptible
3765079,Streptococcus pneumoniae,clindamycin,susceptible
3765079,Streptococcus pneumoniae,erythromycin,resistant
3765079,Streptococcus pneumoniae,meropenem,susceptible
3765079,Streptococcus pneumoniae,tetracycline,susceptible
3765080,Streptococcus pneumoniae,amoxicillin,susceptible
3765080,Streptococcus pneumoniae,cefuroxime,susceptible
3765080,Streptococcus pneumoniae,clindamycin,susceptible
3765080,Streptococcus pneumoniae,erythromycin,resistant
3765080,Streptococcus pneumoniae,meropenem,susceptible
3765080,Streptococcus pneumoniae,tetracycline,susceptible
3765081,Streptococcus pneumoniae,amoxicillin,susceptible
3765081,Streptococcus pneumoniae,cefuroxime,susceptible
3765081,Streptococcus pneumoniae,clindamycin,susceptible
3765081,Streptococcus pneumoniae,erythromycin,resistant
3765081,Streptococcus pneumoniae,meropenem,susceptible
3765081,Streptococcus pneumoniae,tetracycline,susceptible
3765082,Streptococcus pneumoniae,amoxicillin,susceptible
3765082,Streptococcus pneumoniae,cefuroxime,susceptible
3765082,Streptococcus pneumoniae,clindamycin,susceptible
3765082,Streptococcus pneumoniae,erythromycin,resistant
3765082,Streptococcus pneumoniae,meropenem,susceptible
3765082,Streptococcus pneumoniae,tetracycline,susceptible
3765083,Streptococcus pneumoniae,amoxicillin,susceptible
3765083,Streptococcus pneumoniae,cefuroxime,susceptible
3765083,Streptococcus pneumoniae,clindamycin,susceptible
3765083,Streptococcus pneumoniae,erythromycin,resistant
3765083,Streptococcus pneumoniae,meropenem,susceptible
3765083,Streptococcus pneumoniae,tetracycline,susceptible
3765084,Streptococcus pneumoniae,amoxicillin,susceptible
3765084,Streptococcus pneumoniae,cefuroxime,susceptible
3765084,Streptococcus pneumoniae,clindamycin,susceptible
3765084,Streptococcus pneumoniae,erythromycin,resistant
3765084,Streptococcus pneumoniae,meropenem,susceptible
3765084,Streptococcus pneumoniae,tetracycline,susceptible
3765085,Streptococcus pneumoniae,amoxicillin,susceptible
3765085,Streptococcus pneumoniae,clindamycin,susceptible
3765085,Streptococcus pneumoniae,erythromycin,resistant
3765085,Streptococcus pneumoniae,meropenem,susceptible
3765085,Streptococcus pneumoniae,tetracycline,susceptible
3765086,Streptococcus pneumoniae,amoxicillin,susceptible
3765086,Streptococcus pneumoniae,cefuroxime,susceptible
3765086,Streptococcus pneumoniae,clindamycin,susceptible
3765086,Streptococcus pneumoniae,erythromycin,resistant
3765086,Streptococcus pneumoniae,meropenem,susceptible
3765086,Streptococcus pneumoniae,tetracycline,susceptible
3765086,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,resistant
3765087,Streptococcus pneumoniae,amoxicillin,susceptible
3765087,Streptococcus pneumoniae,cefuroxime,susceptible
3765087,Streptococcus pneumoniae,clindamycin,resistant
3765087,Streptococcus pneumoniae,erythromycin,resistant
3765087,Streptococcus pneumoniae,meropenem,susceptible
3765087,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765088,Streptococcus pneumoniae,amoxicillin,susceptible
3765088,Streptococcus pneumoniae,cefuroxime,susceptible
3765088,Streptococcus pneumoniae,clindamycin,susceptible
3765088,Streptococcus pneumoniae,erythromycin,resistant
3765088,Streptococcus pneumoniae,meropenem,susceptible
3765088,Streptococcus pneumoniae,tetracycline,susceptible
3765089,Streptococcus pneumoniae,amoxicillin,susceptible
3765089,Streptococcus pneumoniae,cefuroxime,susceptible
3765089,Streptococcus pneumoniae,clindamycin,susceptible
3765089,Streptococcus pneumoniae,erythromycin,resistant
3765089,Streptococcus pneumoniae,meropenem,susceptible
3765089,Streptococcus pneumoniae,tetracycline,susceptible
3765090,Streptococcus pneumoniae,amoxicillin,susceptible
3765090,Streptococcus pneumoniae,cefuroxime,susceptible
3765090,Streptococcus pneumoniae,clindamycin,susceptible
3765090,Streptococcus pneumoniae,erythromycin,susceptible
3765090,Streptococcus pneumoniae,meropenem,susceptible
3765090,Streptococcus pneumoniae,tetracycline,susceptible
3765090,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765091,Streptococcus pneumoniae,amoxicillin,susceptible
3765091,Streptococcus pneumoniae,cefuroxime,resistant
3765091,Streptococcus pneumoniae,clindamycin,susceptible
3765091,Streptococcus pneumoniae,erythromycin,resistant
3765091,Streptococcus pneumoniae,meropenem,resistant
3765091,Streptococcus pneumoniae,tetracycline,susceptible
3765091,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765092,Streptococcus pneumoniae,cefuroxime,resistant
3765092,Streptococcus pneumoniae,clindamycin,susceptible
3765092,Streptococcus pneumoniae,erythromycin,resistant
3765092,Streptococcus pneumoniae,tetracycline,susceptible
3765092,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765093,Streptococcus pneumoniae,cefuroxime,resistant
3765093,Streptococcus pneumoniae,clindamycin,susceptible
3765093,Streptococcus pneumoniae,erythromycin,resistant
3765093,Streptococcus pneumoniae,tetracycline,susceptible
3765093,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765094,Streptococcus pneumoniae,amoxicillin,susceptible
3765094,Streptococcus pneumoniae,cefuroxime,resistant
3765094,Streptococcus pneumoniae,clindamycin,susceptible
3765094,Streptococcus pneumoniae,erythromycin,resistant
3765094,Streptococcus pneumoniae,tetracycline,susceptible
3765094,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765095,Streptococcus pneumoniae,cefuroxime,resistant
3765095,Streptococcus pneumoniae,clindamycin,susceptible
3765095,Streptococcus pneumoniae,erythromycin,resistant
3765095,Streptococcus pneumoniae,tetracycline,susceptible
3765095,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765096,Streptococcus pneumoniae,cefuroxime,resistant
3765096,Streptococcus pneumoniae,clindamycin,susceptible
3765096,Streptococcus pneumoniae,erythromycin,resistant
3765096,Streptococcus pneumoniae,meropenem,resistant
3765096,Streptococcus pneumoniae,tetracycline,susceptible
3765096,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765097,Streptococcus pneumoniae,cefuroxime,resistant
3765097,Streptococcus pneumoniae,clindamycin,susceptible
3765097,Streptococcus pneumoniae,erythromycin,susceptible
3765097,Streptococcus pneumoniae,meropenem,resistant
3765097,Streptococcus pneumoniae,tetracycline,susceptible
3765097,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765098,Streptococcus pneumoniae,amoxicillin,susceptible
3765098,Streptococcus pneumoniae,cefuroxime,resistant
3765098,Streptococcus pneumoniae,clindamycin,susceptible
3765098,Streptococcus pneumoniae,erythromycin,resistant
3765098,Streptococcus pneumoniae,tetracycline,susceptible
3765098,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765099,Streptococcus pneumoniae,cefuroxime,resistant
3765099,Streptococcus pneumoniae,clindamycin,susceptible
3765099,Streptococcus pneumoniae,erythromycin,resistant
3765099,Streptococcus pneumoniae,tetracycline,susceptible
3765099,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765100,Streptococcus pneumoniae,cefuroxime,resistant
3765100,Streptococcus pneumoniae,clindamycin,susceptible
3765100,Streptococcus pneumoniae,erythromycin,resistant
3765100,Streptococcus pneumoniae,meropenem,resistant
3765100,Streptococcus pneumoniae,tetracycline,susceptible
3765100,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765101,Streptococcus pneumoniae,cefuroxime,resistant
3765101,Streptococcus pneumoniae,clindamycin,susceptible
3765101,Streptococcus pneumoniae,erythromycin,susceptible
3765101,Streptococcus pneumoniae,meropenem,resistant
3765101,Streptococcus pneumoniae,tetracycline,susceptible
3765101,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765102,Streptococcus pneumoniae,cefuroxime,resistant
3765102,Streptococcus pneumoniae,clindamycin,susceptible
3765102,Streptococcus pneumoniae,erythromycin,resistant
3765102,Streptococcus pneumoniae,meropenem,resistant
3765102,Streptococcus pneumoniae,tetracycline,susceptible
3765102,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765103,Streptococcus pneumoniae,amoxicillin,susceptible
3765103,Streptococcus pneumoniae,cefuroxime,susceptible
3765103,Streptococcus pneumoniae,clindamycin,susceptible
3765103,Streptococcus pneumoniae,erythromycin,susceptible
3765103,Streptococcus pneumoniae,meropenem,susceptible
3765103,Streptococcus pneumoniae,tetracycline,susceptible
3765103,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765104,Streptococcus pneumoniae,amoxicillin,susceptible
3765104,Streptococcus pneumoniae,cefuroxime,susceptible
3765104,Streptococcus pneumoniae,clindamycin,susceptible
3765104,Streptococcus pneumoniae,erythromycin,susceptible
3765104,Streptococcus pneumoniae,meropenem,susceptible
3765104,Streptococcus pneumoniae,tetracycline,susceptible
3765104,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765105,Streptococcus pneumoniae,amoxicillin,susceptible
3765105,Streptococcus pneumoniae,cefuroxime,susceptible
3765105,Streptococcus pneumoniae,clindamycin,susceptible
3765105,Streptococcus pneumoniae,erythromycin,susceptible
3765105,Streptococcus pneumoniae,meropenem,susceptible
3765105,Streptococcus pneumoniae,tetracycline,susceptible
3765105,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3765106,Streptococcus pneumoniae,amoxicillin,susceptible
3765106,Streptococcus pneumoniae,cefuroxime,susceptible
3765106,Streptococcus pneumoniae,clindamycin,susceptible
3765106,Streptococcus pneumoniae,erythromycin,susceptible
3765106,Streptococcus pneumoniae,meropenem,susceptible
3765106,Streptococcus pneumoniae,tetracycline,susceptible
3765106,Streptococcus pneumoniae,trimethoprim-sulfamethoxazole,susceptible
3892119,Klebsiella pneumoniae,amikacin,resistant
3892119,Klebsiella pneumoniae,cefepime,resistant
3892119,Klebsiella pneumoniae,cefoxitin,resistant
3892119,Klebsiella pneumoniae,ceftazidime,resistant
3892119,Klebsiella pneumoniae,ciprofloxacin,resistant
3892119,Klebsiella pneumoniae,ertapenem,resistant
3892119,Klebsiella pneumoniae,levofloxacin,resistant
3892119,Klebsiella pneumoniae,meropenem,resistant
3892119,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
3892119,Klebsiella pneumoniae,tetracycline,susceptible
3892119,Klebsiella pneumoniae,tobramycin,resistant
3892119,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
3892121,Escherichia coli,amikacin,susceptible
3892121,Escherichia coli,amoxicillin-clavulanic acid,resistant
3892121,Escherichia coli,cefazolin,resistant
3892121,Escherichia coli,cefepime,resistant
3892121,Escherichia coli,cefoxitin,resistant
3892121,Escherichia coli,ceftazidime,resistant
3892121,Escherichia coli,ceftriaxone,resistant
3892121,Escherichia coli,ciprofloxacin,resistant
3892121,Escherichia coli,ertapenem,resistant
3892121,Escherichia coli,gentamicin,susceptible
3892121,Escherichia coli,levofloxacin,resistant
3892121,Escherichia coli,tetracycline,resistant
3892121,Escherichia coli,tobramycin,resistant
3892121,Escherichia coli,trimethoprim-sulfamethoxazole,resistant
3892123,Salmonella enterica,ampicillin,resistant
3892123,Salmonella enterica,ceftriaxone,susceptible
3892123,Salmonella enterica,trimethoprim-sulfamethoxazole,susceptible
3892126,Klebsiella pneumoniae,amikacin,resistant
3892126,Klebsiella pneumoniae,cefepime,resistant
3892126,Klebsiella pneumoniae,cefoxitin,resistant
3892126,Klebsiella pneumoniae,ceftazidime,resistant
3892126,Klebsiella pneumoniae,ciprofloxacin,resistant
3892126,Klebsiella pneumoniae,ertapenem,resistant
3892126,Klebsiella pneumoniae,levofloxacin,resistant
3892126,Klebsiella pneumoniae,meropenem,resistant
3892126,Klebsiella pneumoniae,piperacillin-tazobactam,resistant
3892126,Klebsiella pneumoniae,tetracycline,susceptible
3892126,Klebsiella pneumoniae,tobramycin,resistant
3892126,Klebsiella pneumoniae,trimethoprim-sulfamethoxazole,resistant
3892127,Escherichia coli,amikacin,susceptible
3892127,Escherichia coli,ampicillin,resistant
3892127,Escherichia coli,cefepime,susceptible
3892127,Escherichia coli,ceftazidime,susceptible
3892127,Escherichia coli,ceftriaxone,susceptible
3892127,Escherichia coli,ciprofloxacin,resistant
3892127,Escherichia coli,ertapenem,susceptible
3892127,Escherichia coli,gentamicin,susceptible
3892127,Escherichia coli,levofloxacin,resistant
3892127,Escherichia coli,meropenem,susceptible
3892127,Escherichia coli,piperacillin-tazobactam,susceptible
3892127,Escherichia coli,tetracycline,susceptible
3892127,Escherichia coli,tobramycin,susceptible
3892127,Escherichia coli,trimethoprim-sulfamethoxazole,resistant
3892128,Salmonella enterica,ampicillin,resistant
3892128,Salmonella enterica,ceftriaxone,resistant
3892128,Salmonella enterica,trimethoprim-sulfamethoxazole,susceptible
3892129,Salmonella enterica,ampicillin,resistant
3892129,Salmonella enterica,trimethoprim-sulfamethoxazole,susceptible
3894056,Salmonella enterica,amoxicillin-clavulanic acid,susceptible
3894056,Salmonella enterica,ampicillin,susceptible
3894056,Salmonella enterica,cefoxitin,susceptible
3894056,Salmonella enterica,ceftiofur,susceptible
3894056,Salmonella enterica,ceftriaxone,susceptible
3894056,Salmonella enterica,chloramphenicol,susceptible
3894056,Salmonella enterica,gentamicin,susceptible
3894056,Salmonella enterica,kanamycin,susceptible
3894056,Salmonella enterica,tetracycline,susceptible
3894056,Salmonella enterica,trimethoprim-sulfamethoxazole,susceptible
3894057,Salmonella enterica,amoxicillin-clavulanic acid,resistant
3894057,Salmonella enterica,ampicillin,resistant
3894057,Salmonella enterica,cefoxitin,resistant
3894057,Salmonella enterica,ceftiofur,resistant
3894057,Salmonella enterica,ceftriaxone,resistant
3894057,Salmonella enterica,chloramphenicol,susceptible
3894057,Salmonella enterica,gentamicin,susceptible
3894057,Salmonella enterica,kanamycin,susceptible
3894057,Salmonella enterica,tetracycline,resistant
3894057,Salmonella enterica,trimethoprim-sulfamethoxazole,susceptible
3894058,Salmonella enterica,amoxicillin-clavulanic acid,susceptible
3894058,Salmonella enterica,ampicillin,susceptible
3894058,Salmonella enterica,cefoxitin,susceptible
3894058,Salmonella enterica,ceftiofur,susceptible
3894058,Salmonella enterica,ceftriaxone,susceptible
3894058,Salmonella enterica,chloramphenicol,susceptible
3894058,Salmonella enterica,gentamicin,susceptible
3894058,Salmonella enterica,kanamycin,susceptible
3894058,Salmonella enterica,tetracycline,susceptible
3894058,Salmonella enterica,trimethoprim-sulfamethoxazole,susceptible
3894059,Salmonella enterica,amoxicillin-clavulanic acid,resistant
3894059,Salmonella enterica,ampicillin,resistant
3894059,Salmonella enterica,cefoxitin,resistant
3894059,Salmonella enterica,ceftiofur,resistant
3894059,Salmonella enterica,ceftriaxone,resistant
3894059,Salmonella enterica,chloramphenicol,susceptible
3894059,Salmonella enterica,gentamicin,susceptible
3894059,Salmonella enterica,kanamycin,susceptible
3894059,Salmonella enterica,tetracycline,resistant
3894059,Salmonella enterica,trimethoprim-sulfamethoxazole,susceptible
3894060,Salmonella enterica,amoxicillin-clavulanic acid,susceptible
3894060,Salmonella enterica,ampicillin,susceptible
3894060,Salmonella enterica,cefoxitin,susceptible
3894060,Salmonella enterica,ceftiofur,susceptible
3894060,Salmonella enterica,ceftriaxone,susceptible
3894060,Salmonella enterica,chloramphenicol,susceptible
3894060,Salmonella enterica,gentamicin,susceptible
3894060,Salmonella enterica,kanamycin,susceptible
3894060,Salmonella enterica,tetracycline,susceptible
3894060,Salmonella enterica,trimethoprim-sulfamethoxazole,susceptible
3894061,Salmonella enterica,amoxicillin-clavulanic acid,susceptible
3894061,Salmonella enterica,ampicillin,susceptible
3894061,Salmonella enterica,cefoxitin,susceptible
3894061,Salmonella enterica,ceftiofur,susceptible
3894061,Salmonella enterica,ceftriaxone,susceptible
3894061,Salmonella enterica,chloramphenicol,susceptible
3894061,Salmonella enterica,gentamicin,susceptible
3894061,Salmonella enterica,kanamycin,susceptible
3894061,Salmonella enterica,tetracycline,susceptible
3894061,Salmonella enterica,trimethoprim-sulfamethoxazole,susceptible
3894062,Salmonella enterica,amoxicillin-clavulanic acid,susceptible
3894062,Salmonella enterica,ampicillin,resistant
3894062,Salmonella enterica,cefoxitin,susceptible
3894062,Salmonella enterica,ceftiofur,susceptible
3894062,Salmonella enterica,ceftriaxone,susceptible
3894062,Salmonella enterica,chloramphenicol,susceptible
3894062,Salmonella enterica,gentamicin,resistant
3894062,Salmonella enterica,kanamycin,susceptible
3894062,Salmonella enterica,tetracycline,resistant
3894062,Salmonella enterica,trimethoprim-sulfamethoxazole,susceptible
3894063,Salmonella enterica,amoxicillin-clavulanic acid,susceptible
3894063,Salmonella enterica,ampicillin,susceptible
3894063,Salmonella enterica,cefoxitin,susceptible
3894063,Salmonella enterica,ceftiofur,susceptible
3894063,Salmonella enterica,ceftriaxone,susceptible
3894063,Salmonella enterica,chloramphenicol,susceptible
3894063,Salmonella enterica,gentamicin,susceptible
